Gene Name,Gene Symbol
NZ_CP053601.1:1563798-1564025,Unknown
NZ_CP053601.1:1564106-1564513,Unknown
NZ_CP053601.1:1564682-1564834,Unknown
NZ_CP053601.1:1564846-1565211,Unknown
NZ_CP053601.1:1566068-1566259,ydfD
NZ_CP053601.1:1566353-1566850,Unknown
NZ_CP053601.1:1566859-1567053,xisR
NZ_CP053601.1:1567088-1568367,Unknown
NZ_CP053601.1:1568555-1569574,rspB
NZ_CP053601.1:1569586-1570800,rspA
NZ_CP053601.1:1571006-1571332,ynfA
NZ_CP053601.1:1571843-1572403,speG
NZ_CP053601.1:1572406-1573116,ynfC
NZ_CP053601.1:1573728-1576154,ynfE
NZ_CP053601.1:1576215-1578638,ynfF
NZ_CP053601.1:1578649-1579266,dmsB
NZ_CP053601.1:1579268-1580122,ynfH
NZ_CP053601.1:1580165-1580779,dmsD
NZ_CP053601.1:1580938-1582230,clcB
NZ_CP053601.1:1582183-1582878,bioD
NZ_CP053601.1:1583003-1584223,mlc
NZ_CP053601.1:1584358-1585251,ynfL
NZ_CP053601.1:1585358-1586611,ynfM
NZ_CP053601.1:1587035-1587343,asr
NZ_CP053601.1:1587619-1588440,ydgD
NZ_CP053601.1:1588479-1588808,mdtI
NZ_CP053601.1:1589572-1590606,tqsA
NZ_CP053601.1:1590631-1592019,pntB
NZ_CP053601.1:1592030-1593562,pntA
NZ_CP053601.1:1594086-1595030,ydgH
NZ_CP053601.1:1595216-1596598,ydgI
NZ_CP053601.1:1596635-1597357,folM
NZ_CP053601.1:1597818-1598537,rstA
NZ_CP053601.1:1598541-1599842,rstB
NZ_CP053601.1:1599918-1600847,tus
NZ_CP053601.1:1600844-1602247,fumC
NZ_CP053601.1:1602390-1604036,fumB
NZ_CP053601.1:1604235-1605410,manA
NZ_CP053601.1:1605511-1607019,ydgA
NZ_CP053601.1:1607245-1608510,uidC
NZ_CP053601.1:1608549-1609922,uidB
NZ_CP053601.1:1609919-1611730,uidA
NZ_CP053601.1:1612932-1613699,hdhA
NZ_CP053601.1:1613810-1614838,malI
NZ_CP053601.1:1615013-1616605,malX
NZ_CP053601.1:1616615-1617787,malY
NZ_CP053601.1:1617891-1618892,add
NZ_CP053601.1:1618926-1619966,ydgJ
NZ_CP053601.1:1620209-1620334,blr
NZ_CP053601.1:1620908-1621348,ydgK
NZ_CP053601.1:1621425-1622006,rsxA
NZ_CP053601.1:1622006-1622584,rsxB
NZ_CP053601.1:1622577-1624799,rsxC
NZ_CP053601.1:1624800-1625858,rsxD
NZ_CP053601.1:1626486-1627181,rsxE
NZ_CP053601.1:1627181-1627816,nth
NZ_CP053601.1:1628427-1629929,dtpA
NZ_CP053601.1:1631606-1632880,tyrS
NZ_CP053601.1:1633009-1633665,pdxH
NZ_CP053601.1:1634151-1635260,anmK
NZ_CP053601.1:1635534-1636001,slyB
NZ_CP053601.1:1636048-1636482,slyA
NZ_CP053601.1:1636683-1636919,ydhI
NZ_CP053601.1:1636922-1637779,ydhJ
NZ_CP053601.1:1637779-1639791,ydhK
NZ_CP053601.1:1639792-1640313,sodC
NZ_CP053601.1:1640394-1641290,ydhF
NZ_CP053601.1:1641339-1641578,ydhL
NZ_CP053601.1:1641681-1642280,nemR
NZ_CP053601.1:1642317-1643414,nemA
NZ_CP053601.1:1643495-1643902,gloA
NZ_CP053601.1:1644005-1644652,rnt
NZ_CP053601.1:1644745-1649361,lhr
NZ_CP053601.1:1649412-1649759,grxD
NZ_CP053601.1:1650093-1650908,mepH
NZ_CP053601.1:1651852-1653021,ydhP
NZ_CP053601.1:1653575-1654600,purR
NZ_CP053601.1:1654597-1655529,punR
NZ_CP053601.1:1655642-1656853,punC
NZ_CP053601.1:1657144-1658292,cfa
NZ_CP053601.1:1658332-1658973,ribE
NZ_CP053601.1:1659188-1660561,mdtK
NZ_CP053601.1:1660602-1661858,ydhQ
NZ_CP053601.1:1662862-1664466,ydhS
NZ_CP053601.1:1665294-1666079,ydhU
NZ_CP053601.1:1666076-1666744,ydhX
NZ_CP053601.1:1666808-1667446,ydhW
NZ_CP053601.1:1667459-1669645,ydhV
NZ_CP053601.1:1669582-1670208,ydhY
NZ_CP053601.1:1670663-1670872,fumD
NZ_CP053601.1:1671429-1672841,pykF
NZ_CP053601.1:1673152-1673388,lpp
NZ_CP053601.1:1673452-1674456,ldtE
NZ_CP053601.1:1675034-1676254,sufS
NZ_CP053601.1:1676251-1677522,sufD
NZ_CP053601.1:1677497-1678243,sufC
NZ_CP053601.1:1678253-1679137,sufB
NZ_CP053601.1:1680506-1683562,ydiJ
NZ_CP053601.1:1683951-1685063,ydiK
NZ_CP053601.1:1685249-1685356,rprA
NZ_CP053601.1:1685492-1685848,ydiL
NZ_CP053601.1:1686008-1687161,ydiM
NZ_CP053601.1:1687388-1688653,ydiN
NZ_CP053601.1:1688665-1689531,ydiB
NZ_CP053601.1:1689562-1690320,aroD
NZ_CP053601.1:1690465-1692060,ydiF
NZ_CP053601.1:1692074-1693225,ydiO
NZ_CP053601.1:1693268-1694179,ydiP
NZ_CP053601.1:1694495-1695259,ydiQ
NZ_CP053601.1:1695279-1696217,ydiR
NZ_CP053601.1:1696273-1697562,ydiS
NZ_CP053601.1:1697909-1699555,fadK
NZ_CP053601.1:1699612-1701990,ppsA
NZ_CP053601.1:1702323-1703156,ppsR
NZ_CP053601.1:1703313-1704359,aroH
NZ_CP053601.1:1704491-1704682,hemP
NZ_CP053601.1:1704686-1706122,selO
NZ_CP053601.1:1706185-1706897,ydiV
NZ_CP053601.1:1707686-1708435,btuD
NZ_CP053601.1:1708435-1708986,btuE
NZ_CP053601.1:1709049-1710029,btuC
NZ_CP053601.1:1710130-1710429,ihfA
NZ_CP053601.1:1710434-1712821,pheT
NZ_CP053601.1:1712836-1713819,pheS
NZ_CP053601.1:1714103-1714147,pheM
NZ_CP053601.1:1714270-1714626,rplT
NZ_CP053601.1:1714679-1714876,rpmI
NZ_CP053601.1:1714973-1715515,infC
NZ_CP053601.1:1715519-1717447,thrS
NZ_CP053601.1:1717969-1719868,espL1
NZ_CP053601.1:1720200-1720958,ydiY
NZ_CP053601.1:1721245-1722174,pfkB
NZ_CP053601.1:1722671-1723531,yniA
NZ_CP053601.1:1723572-1724108,yniB
NZ_CP053601.1:1724255-1724923,hxpB
NZ_CP053601.1:1725086-1725676,ydjM
NZ_CP053601.1:1725809-1727200,tcyP
NZ_CP053601.1:1727225-1728007,ydjO
NZ_CP053601.1:1728296-1728559,cedA
NZ_CP053601.1:1728742-1731003,katE
NZ_CP053601.1:1731261-1732010,chbG
NZ_CP053601.1:1732023-1733375,celF
NZ_CP053601.1:1733480-1734322,chbR
NZ_CP053601.1:1734330-1734680,chbA
NZ_CP053601.1:1734731-1736089,chbC
NZ_CP053601.1:1736793-1737131,osmE
NZ_CP053601.1:1737333-1738160,nadE
NZ_CP053601.1:1738390-1739277,cho
NZ_CP053601.1:1739237-1739812,ves
NZ_CP053601.1:1740015-1740500,spy
NZ_CP053601.1:1741791-1743134,astB
NZ_CP053601.1:1743131-1744609,astD
NZ_CP053601.1:1744606-1745640,astA
NZ_CP053601.1:1745637-1746857,astC
NZ_CP053601.1:1747303-1748109,xthA
NZ_CP053601.1:1748276-1748986,ydjX
NZ_CP053601.1:1748991-1749631,ydjY
NZ_CP053601.1:1749646-1750353,ydjZ
NZ_CP053601.1:1750353-1750901,ynjA
NZ_CP053601.1:1750911-1752077,ynjB
NZ_CP053601.1:1752050-1753585,ynjC
NZ_CP053601.1:1753585-1754238,ynjD
NZ_CP053601.1:1754305-1755612,ynjE
NZ_CP053601.1:1755621-1756241,ynjF
NZ_CP053601.1:1756328-1756735,nudG
NZ_CP053601.1:1757209-1758552,gdhA
NZ_CP053601.1:1758669-1759709,ynjI
NZ_CP053601.1:1759837-1761798,topB
NZ_CP053601.1:1761803-1762846,selD
NZ_CP053601.1:1762963-1763514,ydjA
NZ_CP053601.1:1763675-1765531,sppA
NZ_CP053601.1:1765698-1766714,ansA
NZ_CP053601.1:1767459-1768817,ydjE
NZ_CP053601.1:1768935-1769693,ydjF
NZ_CP053601.1:1769830-1770810,ydjG
NZ_CP053601.1:1772629-1773672,ydjJ
NZ_CP053601.1:1776541-1776813,yeaC
NZ_CP053601.1:1776855-1777268,msrB
NZ_CP053601.1:1777610-1778605,gapA
NZ_CP053601.1:1778689-1779573,yeaD
NZ_CP053601.1:1779621-1780475,yeaE
NZ_CP053601.1:1781807-1783681,yeaG
NZ_CP053601.1:1783794-1785077,yeaH
NZ_CP053601.1:1785224-1786699,cdgI
NZ_CP053601.1:1786880-1788370,dgcJ
NZ_CP053601.1:1788413-1788916,yeaK
NZ_CP053601.1:1789191-1789637,yeaL
NZ_CP053601.1:1789594-1790415,nimR
NZ_CP053601.1:1790512-1791693,nimT
NZ_CP053601.1:1792117-1792371,yoaF
NZ_CP053601.1:1792554-1793579,dgcP
NZ_CP053601.1:1794242-1794424,yoaG
NZ_CP053601.1:1794428-1794676,yeaR
NZ_CP053601.1:1794731-1795843,Unknown
NZ_CP053601.1:1796014-1796136,yeaR
NZ_CP053601.1:1797074-1797997,dmlR
NZ_CP053601.1:1798100-1799185,dmlA
NZ_CP053601.1:1799340-1800821,yeaV
NZ_CP053601.1:1800853-1801977,yeaW
NZ_CP053601.1:1802033-1802998,yeaX
NZ_CP053601.1:1803052-1804167,rnd
NZ_CP053601.1:1804249-1805934,fadD
NZ_CP053601.1:1806139-1806720,yeaY
NZ_CP053601.1:1806760-1807455,tsaB
NZ_CP053601.1:1807513-1809423,yoaA
NZ_CP053601.1:1809555-1809899,yoaB
NZ_CP053601.1:1810741-1810920,yoaH
NZ_CP053601.1:1810994-1812355,pabB
NZ_CP053601.1:1812359-1812937,nudL
NZ_CP053601.1:1813121-1814485,sdaA
NZ_CP053601.1:1814616-1816214,pdeD
NZ_CP053601.1:1816218-1817774,yoaE
NZ_CP053601.1:1818237-1819208,manX
NZ_CP053601.1:1820084-1820935,manZ
NZ_CP053601.1:1820990-1821448,yobD
NZ_CP053601.1:1821877-1822443,mntP
NZ_CP053601.1:1822440-1823249,rlmA
NZ_CP053601.1:1823415-1823624,cspE
NZ_CP053601.1:1824449-1824736,yebO
NZ_CP053601.1:1825113-1825352,yobH
NZ_CP053601.1:1825495-1826286,kdgR
NZ_CP053601.1:1826463-1827836,yebQ
NZ_CP053601.1:1827882-1828763,htpX
NZ_CP053601.1:1828955-1831003,prc
NZ_CP053601.1:1831023-1831721,proQ
NZ_CP053601.1:1831818-1832315,msrC
NZ_CP053601.1:1832445-1833728,yebS
NZ_CP053601.1:1833697-1836330,yebT
NZ_CP053601.1:1836410-1837849,rsmF
NZ_CP053601.1:1838500-1839156,pphA
NZ_CP053601.1:1839905-1840777,copD
NZ_CP053601.1:1841294-1841524,holE
NZ_CP053601.1:1841626-1842282,yobB
NZ_CP053601.1:1842306-1842968,exoX
NZ_CP053601.1:1842965-1845025,ptrB
NZ_CP053601.1:1845234-1845893,yebE
NZ_CP053601.1:1846220-1846576,yebF
NZ_CP053601.1:1846643-1846933,yebG
NZ_CP053601.1:1848301-1848942,kdgA
NZ_CP053601.1:1848979-1850790,edd
NZ_CP053601.1:1851025-1852500,zwf
NZ_CP053601.1:1852838-1853707,hexR
NZ_CP053601.1:1853835-1855277,pyk
NZ_CP053601.1:1855408-1856379,lpxM
NZ_CP053601.1:1856499-1857821,mepM
NZ_CP053601.1:1857837-1858769,znuA
NZ_CP053601.1:1858848-1859603,znuC
NZ_CP053601.1:1859600-1860385,znuB
NZ_CP053601.1:1860726-1861736,ruvB
NZ_CP053601.1:1861745-1862356,ruvA
NZ_CP053601.1:1863235-1863756,ruvC
NZ_CP053601.1:1864560-1865012,nudB
NZ_CP053601.1:1865130-1866902,aspS
NZ_CP053601.1:1867212-1867778,yecD
NZ_CP053601.1:1867775-1868593,yecE
NZ_CP053601.1:1868646-1869041,yecN
NZ_CP053601.1:1869082-1869825,cmoA
NZ_CP053601.1:1869822-1870793,cmoB
NZ_CP053601.1:1870958-1873387,torZ
NZ_CP053601.1:1873412-1874512,torY
NZ_CP053601.1:1874900-1875646,cutC
NZ_CP053601.1:1875660-1876226,yecM
NZ_CP053601.1:1876442-1878175,argS
NZ_CP053601.1:1878217-1878261,yecV
NZ_CP053601.1:1879352-1881430,flhA
NZ_CP053601.1:1881423-1882571,flhB
NZ_CP053601.1:1882773-1883417,cheZ
NZ_CP053601.1:1883428-1883817,cheY
NZ_CP053601.1:1883832-1884881,cheB
NZ_CP053601.1:1884884-1885744,cheR
NZ_CP053601.1:1885763-1887364,tap
NZ_CP053601.1:1887410-1889071,tar
NZ_CP053601.1:1889216-1889719,cheW
NZ_CP053601.1:1889740-1891704,cheA
NZ_CP053601.1:1891709-1892635,motB
NZ_CP053601.1:1892632-1893519,motA
NZ_CP053601.1:1895357-1895785,uspC
NZ_CP053601.1:1895792-1897216,otsA
NZ_CP053601.1:1897191-1897991,otsB
NZ_CP053601.1:1898158-1899144,araH
NZ_CP053601.1:1899159-1900673,araG
NZ_CP053601.1:1900743-1901732,araF
NZ_CP053601.1:1902529-1903032,ftnB
NZ_CP053601.1:1903826-1904149,yecR
NZ_CP053601.1:1904321-1904818,ftnA
NZ_CP053601.1:1905285-1906496,tyrP
NZ_CP053601.1:1906558-1907223,yecA
NZ_CP053601.1:1907645-1907720,Unknown
NZ_CP053601.1:1908477-1910309,uvrC
NZ_CP053601.1:1910306-1910881,uvrY
NZ_CP053601.1:1911651-1912295,hchA
NZ_CP053601.1:1912403-1913761,hprS
NZ_CP053601.1:1913761-1914432,hprR
NZ_CP053601.1:1914565-1914978,hiuH
NZ_CP053601.1:1915087-1916091,msrP
NZ_CP053601.1:1916092-1916727,msrQ
NZ_CP053601.1:1916984-1917634,zinT
NZ_CP053601.1:1919077-1919166,Unknown
NZ_CP053601.1:1919260-1920057,mtfA
NZ_CP053601.1:1920547-1927623,yeeJ
NZ_CP053601.1:1927885-1928937,Unknown
NZ_CP053601.1:1930670-1932124,amn
NZ_CP053601.1:1932467-1933183,yeeN
NZ_CP053601.1:1933812-1935299,yeeO
NZ_CP053601.1:1935573-1936523,cbl
NZ_CP053601.1:1936625-1937542,nac
NZ_CP053601.1:1938000-1938935,ldtA
NZ_CP053601.1:1938997-1940076,cobT
NZ_CP053601.1:1940088-1940831,cobS
NZ_CP053601.1:1940828-1941373,cobU
NZ_CP053601.1:1941525-1941698,Unknown
NZ_CP053601.1:1941677-1941865,Unknown
NZ_CP053601.1:1941838-1942002,Unknown
NZ_CP053601.1:1943362-1944060,Unknown
NZ_CP053601.1:1944188-1944589,Unknown
NZ_CP053601.1:1945254-1945400,Unknown
NZ_CP053601.1:1945737-1946066,tmaR
NZ_CP053601.1:1946238-1947296,yeeA
NZ_CP053601.1:1947494-1947967,sbmC
NZ_CP053601.1:1948086-1949252,dacD
NZ_CP053601.1:1949461-1950888,sbcB
NZ_CP053601.1:1950931-1951158,tsuB
NZ_CP053601.1:1951172-1952230,tsuA
NZ_CP053601.1:1952409-1953767,plaP
NZ_CP053601.1:1954034-1954963,yeeY
NZ_CP053601.1:1955009-1955833,yeeZ
NZ_CP053601.1:1956456-1957355,hisG
NZ_CP053601.1:1957361-1958665,hisD
NZ_CP053601.1:1958662-1959732,hisC
NZ_CP053601.1:1959732-1960799,hisB
NZ_CP053601.1:1960799-1961389,hisH
NZ_CP053601.1:1961389-1962126,hisA
NZ_CP053601.1:1962108-1962884,hisF
NZ_CP053601.1:1962878-1963489,hisIE
NZ_CP053601.1:1963585-1964565,wzzB
NZ_CP053601.1:1964711-1965877,ugd
NZ_CP053601.1:1966125-1967531,gndA
NZ_CP053601.1:1967695-1969059,cpsG
NZ_CP053601.1:1969093-1970517,Unknown
NZ_CP053601.1:1970603-1971300,Unknown
NZ_CP053601.1:1971351-1972118,wbbD
NZ_CP053601.1:1972108-1973220,Unknown
NZ_CP053601.1:1973217-1974392,wzy
NZ_CP053601.1:1974389-1975210,Unknown
NZ_CP053601.1:1975210-1975956,Unknown
NZ_CP053601.1:1976533-1977645,vioA
NZ_CP053601.1:1977655-1979079,wzx
NZ_CP053601.1:1979083-1979628,rfbC
NZ_CP053601.1:1979633-1980511,rfbA
NZ_CP053601.1:1980570-1981469,rfbD
NZ_CP053601.1:1981469-1982554,rfbB
NZ_CP053601.1:1982927-1983820,galF
NZ_CP053601.1:1983995-1985389,wcaM
NZ_CP053601.1:1985400-1986620,wcaL
NZ_CP053601.1:1986617-1987897,wcaK
NZ_CP053601.1:1989539-1990933,wcaJ
NZ_CP053601.1:1990988-1992358,cpsG
NZ_CP053601.1:1992551-1993987,cpsB
NZ_CP053601.1:1993990-1995213,wcaI
NZ_CP053601.1:1995210-1995689,gmm
NZ_CP053601.1:1995692-1996657,fcl
NZ_CP053601.1:1996660-1997781,gmd
NZ_CP053601.1:1997808-1998356,wcaF
NZ_CP053601.1:1998372-1999118,wcaE
NZ_CP053601.1:1999129-2000346,wcaD
NZ_CP053601.1:2000321-2001538,wcaC
NZ_CP053601.1:2001535-2002023,wcaB
NZ_CP053601.1:2002026-2002865,wcaA
NZ_CP053601.1:2002958-2005120,wzc
NZ_CP053601.1:2005123-2005566,wzb
NZ_CP053601.1:2005572-2006711,wza
NZ_CP053601.1:2007370-2008953,yegH
NZ_CP053601.1:2009227-2011080,asmA
NZ_CP053601.1:2011102-2011683,dcd
NZ_CP053601.1:2011775-2012416,udk
NZ_CP053601.1:2012734-2016051,dgcE
NZ_CP053601.1:2017134-2018486,yegD
NZ_CP053601.1:2018499-2020439,yegI
NZ_CP053601.1:2020436-2021197,pphC
NZ_CP053601.1:2021194-2021853,yegL
NZ_CP053601.1:2023398-2024645,mdtA
NZ_CP053601.1:2024645-2027767,mdtB
NZ_CP053601.1:2027768-2030845,mdtC
NZ_CP053601.1:2030846-2032261,mdtD
NZ_CP053601.1:2032258-2033661,baeS
NZ_CP053601.1:2033658-2034380,baeR
NZ_CP053601.1:2034571-2034903,yegP
NZ_CP053601.1:2035049-2036410,yegQ
NZ_CP053601.1:2037463-2038362,yegS
NZ_CP053601.1:2038444-2038992,Unknown
NZ_CP053601.1:2039048-2039745,Unknown
NZ_CP053601.1:2039760-2039993,Unknown
NZ_CP053601.1:2040099-2041139,gatD
NZ_CP053601.1:2041187-2042542,Unknown
NZ_CP053601.1:2042546-2042830,gatB
NZ_CP053601.1:2042861-2043313,gatA
NZ_CP053601.1:2043323-2044585,gatZ
NZ_CP053601.1:2044614-2045468,gatY
NZ_CP053601.1:2047077-2048354,yegT
NZ_CP053601.1:2048351-2049355,yegU
NZ_CP053601.1:2050291-2051037,yegW
NZ_CP053601.1:2051089-2051907,yegX
NZ_CP053601.1:2051972-2052772,thiD
NZ_CP053601.1:2052769-2053557,thiM
NZ_CP053601.1:2053886-2054125,Unknown
NZ_CP053601.1:2054707-2055372,Unknown
NZ_CP053601.1:2055332-2055496,Unknown
NZ_CP053601.1:2057959-2058120,Unknown
NZ_CP053601.1:2058383-2059492,apbC
NZ_CP053601.1:2059624-2061657,metG
NZ_CP053601.1:2061798-2065592,Unknown
NZ_CP053601.1:2065602-2069234,yehI
NZ_CP053601.1:2069295-2069612,yehK
NZ_CP053601.1:2069919-2071007,yehL
NZ_CP053601.1:2071018-2073297,yehM
NZ_CP053601.1:2073290-2074426,yehP
NZ_CP053601.1:2074423-2076423,yehQ
NZ_CP053601.1:2076548-2077009,yehR
NZ_CP053601.1:2077050-2077520,yehS
NZ_CP053601.1:2077567-2078286,btsR
NZ_CP053601.1:2078283-2079968,btsS
NZ_CP053601.1:2080190-2080921,mlrA
NZ_CP053601.1:2081069-2081800,yehW
NZ_CP053601.1:2081805-2082731,yehX
NZ_CP053601.1:2082724-2083881,yehY
NZ_CP053601.1:2083888-2084805,osmF
NZ_CP053601.1:2085057-2087354,bglX
NZ_CP053601.1:2087550-2089265,dld
NZ_CP053601.1:2089303-2090235,pbpG
NZ_CP053601.1:2090409-2090996,yohC
NZ_CP053601.1:2091166-2091744,yohD
NZ_CP053601.1:2091874-2092635,yohF
NZ_CP053601.1:2092688-2094124,mdtQ
NZ_CP053601.1:2094804-2095751,dusC
NZ_CP053601.1:2095989-2096387,yohJ
NZ_CP053601.1:2096384-2097079,yohK
NZ_CP053601.1:2097209-2098093,cdd
NZ_CP053601.1:2098243-2098962,sanA
NZ_CP053601.1:2098965-2099204,yeiS
NZ_CP053601.1:2099398-2100636,preT
NZ_CP053601.1:2100630-2101865,preA
NZ_CP053601.1:2102108-2103118,mglC
NZ_CP053601.1:2103134-2104654,mglA
NZ_CP053601.1:2104715-2105708,mglB
NZ_CP053601.1:2105988-2107028,galS
NZ_CP053601.1:2107170-2108327,yeiB
NZ_CP053601.1:2109270-2110105,yeiG
NZ_CP053601.1:2110137-2112128,cirA
NZ_CP053601.1:2112422-2113891,lysP
NZ_CP053601.1:2114096-2114977,yieE
NZ_CP053601.1:2115076-2116125,yeiH
NZ_CP053601.1:2116199-2117056,nfo
NZ_CP053601.1:2117059-2118147,yeiI
NZ_CP053601.1:2118203-2119453,nupX
NZ_CP053601.1:2119553-2120494,rihB
NZ_CP053601.1:2120624-2121322,yeiL
NZ_CP053601.1:2121393-2122643,psuT
NZ_CP053601.1:2122737-2123675,psuG
NZ_CP053601.1:2123663-2124604,psuK
NZ_CP053601.1:2125028-2126719,fruA
NZ_CP053601.1:2127674-2128804,fruB
NZ_CP053601.1:2129172-2130353,setB
NZ_CP053601.1:2130350-2130604,yeiW
NZ_CP053601.1:2131554-2133020,yeiQ
NZ_CP053601.1:2133138-2134124,yeiR
NZ_CP053601.1:2134163-2134876,lpxT
NZ_CP053601.1:2135288-2135854,mepS
NZ_CP053601.1:2136035-2137591,pdeN
NZ_CP053601.1:2137673-2139487,yejA
NZ_CP053601.1:2139488-2140582,yejB
NZ_CP053601.1:2140582-2141607,yejE
NZ_CP053601.1:2141609-2143198,yejF
NZ_CP053601.1:2143202-2143546,yejG
NZ_CP053601.1:2143879-2145069,bcr
NZ_CP053601.1:2145941-2147701,radD
NZ_CP053601.1:2149685-2151445,yejM
NZ_CP053601.1:2151699-2154290,yejO
NZ_CP053601.1:2154610-2155257,narP
NZ_CP053601.1:2155468-2156520,ccmH
NZ_CP053601.1:2156517-2157074,dsbE
NZ_CP053601.1:2157071-2159014,ccmF
NZ_CP053601.1:2159011-2159490,ccmE
NZ_CP053601.1:2159693-2160430,ccmC
NZ_CP053601.1:2160472-2161134,ccmB
NZ_CP053601.1:2161131-2161754,ccmA
NZ_CP053601.1:2162379-2162828,napB
NZ_CP053601.1:2162825-2163688,napH
NZ_CP053601.1:2163675-2164370,napG
NZ_CP053601.1:2164377-2166863,napA
NZ_CP053601.1:2166860-2167123,napD
NZ_CP053601.1:2167113-2167607,napF
NZ_CP053601.1:2167716-2167880,yojO
NZ_CP053601.1:2169333-2170979,mqo
NZ_CP053601.1:2171197-2172840,yojI
NZ_CP053601.1:2172916-2173566,alkB
NZ_CP053601.1:2173566-2174630,ada
NZ_CP053601.1:2174704-2175759,apbE
NZ_CP053601.1:2175871-2176854,Unknown
NZ_CP053601.1:2177848-2180697,rcsC
NZ_CP053601.1:2180864-2182690,atoS
NZ_CP053601.1:2182687-2184072,atoC
NZ_CP053601.1:2184268-2184930,atoD
NZ_CP053601.1:2184930-2185580,atoA
NZ_CP053601.1:2185577-2186899,atoE
NZ_CP053601.1:2186930-2188114,atoB
NZ_CP053601.1:2188188-2188964,yfaP
NZ_CP053601.1:2188969-2190618,yfaQ
NZ_CP053601.1:2190619-2195133,Unknown
NZ_CP053601.1:2195157-2195780,yfaT
NZ_CP053601.1:2195777-2197465,yfaA
NZ_CP053601.1:2197614-2200241,gyrA
NZ_CP053601.1:2200388-2201110,ubiG
NZ_CP053601.1:2201238-2204990,yfaL
NZ_CP053601.1:2205686-2207971,nrdA
NZ_CP053601.1:2208213-2209343,nrdB
NZ_CP053601.1:2209343-2209597,yfaE
NZ_CP053601.1:2209651-2210301,inaA
NZ_CP053601.1:2210764-2211840,glpQ
NZ_CP053601.1:2211845-2213203,glpT
NZ_CP053601.1:2213476-2215104,glpA
NZ_CP053601.1:2215094-2216353,glpB
NZ_CP053601.1:2216350-2217540,glpC
NZ_CP053601.1:2217733-2218635,rpnE
NZ_CP053601.1:2218676-2219479,yfaU
NZ_CP053601.1:2219497-2220786,yfaV
NZ_CP053601.1:2220843-2222048,rhmD
NZ_CP053601.1:2222063-2222845,yfaX
NZ_CP053601.1:2223065-2224267,yfaY
NZ_CP053601.1:2224367-2224909,yfaZ
NZ_CP053601.1:2225188-2225613,nudI
NZ_CP053601.1:2225652-2226254,ais
NZ_CP053601.1:2227705-2228673,arnC
NZ_CP053601.1:2228673-2230655,arnA
NZ_CP053601.1:2230652-2231542,arnD
NZ_CP053601.1:2231542-2233194,arnT
NZ_CP053601.1:2233191-2233526,arnE
NZ_CP053601.1:2233906-2234172,pmrD
NZ_CP053601.1:2234282-2235637,menE
NZ_CP053601.1:2235634-2236596,menC
NZ_CP053601.1:2236596-2237453,menB
NZ_CP053601.1:2237468-2238226,menH
NZ_CP053601.1:2238223-2239893,menD
NZ_CP053601.1:2239982-2241277,menF
NZ_CP053601.1:2241356-2241661,elaB
NZ_CP053601.1:2241716-2242177,elaA
NZ_CP053601.1:2242242-2243159,rbn
NZ_CP053601.1:2243347-2244558,elaD
NZ_CP053601.1:2244969-2245575,Unknown
NZ_CP053601.1:2245678-2246181,yfbM
NZ_CP053601.1:2246268-2247625,Unknown
NZ_CP053601.1:2249157-2250686,nuoM
NZ_CP053601.1:2250917-2252758,nuoL
NZ_CP053601.1:2253620-2254162,nuoI
NZ_CP053601.1:2254177-2255154,nuoH
NZ_CP053601.1:2255151-2257877,nuoG
NZ_CP053601.1:2257930-2259267,nuoF
NZ_CP053601.1:2259264-2259764,nuoE
NZ_CP053601.1:2259767-2261569,nuoC
NZ_CP053601.1:2261663-2262325,nuoB
NZ_CP053601.1:2263415-2264353,lrhA
NZ_CP053601.1:2265273-2266490,alaA
NZ_CP053601.1:2266574-2267173,yfbR
NZ_CP053601.1:2267232-2269064,yfbS
NZ_CP053601.1:2269151-2269801,hxpA
NZ_CP053601.1:2269812-2270306,yfbU
NZ_CP053601.1:2270389-2270844,yfbV
NZ_CP053601.1:2271183-2272385,ackA
NZ_CP053601.1:2272460-2274604,pta
NZ_CP053601.1:2274794-2276314,yfcC
NZ_CP053601.1:2276347-2276889,yfcD
NZ_CP053601.1:2276947-2277498,yfcE
NZ_CP053601.1:2277554-2278198,yfcF
NZ_CP053601.1:2278334-2278981,yfcG
NZ_CP053601.1:2279038-2279400,folX
NZ_CP053601.1:2279421-2280314,yfcH
NZ_CP053601.1:2280362-2281252,rpnB
NZ_CP053601.1:2281449-2282222,hisP
NZ_CP053601.1:2282943-2283629,hisQ
NZ_CP053601.1:2283719-2284501,hisJ
NZ_CP053601.1:2285770-2286339,ubiX
NZ_CP053601.1:2286434-2287951,purF
NZ_CP053601.1:2287988-2288476,cvpA
NZ_CP053601.1:2288735-2289397,dedD
NZ_CP053601.1:2289387-2290655,folC
NZ_CP053601.1:2291795-2292454,dedA
NZ_CP053601.1:2292537-2293349,truA
NZ_CP053601.1:2293349-2294362,usg
NZ_CP053601.1:2294428-2295564,pdxB
NZ_CP053601.1:2295663-2296658,flk
NZ_CP053601.1:2296655-2297833,yfcJ
NZ_CP053601.1:2298098-2299318,fabB
NZ_CP053601.1:2299477-2301483,mnmC
NZ_CP053601.1:2301916-2302464,epmC
NZ_CP053601.1:2302464-2303273,yfcA
NZ_CP053601.1:2303273-2304097,mepA
NZ_CP053601.1:2304101-2305186,aroC
NZ_CP053601.1:2305221-2306153,prmB
NZ_CP053601.1:2306319-2306870,smrB
